country_code,country_name,region,income_level,indicator_code,indicator_name,value,year
RUS,Russian Federation,Europe & Central Asia,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",41.1,2022
RWA,Rwanda,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",21.0,2022
WSM,Samoa,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",31.6,2022
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",13.7,2022
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",27.6,2022
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",12.3,2022
SRB,Serbia,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",39.9,2022
SYC,Seychelles,Sub-Saharan Africa ,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",34.7,2022
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",19.8,2022
SGP,Singapore,East Asia & Pacific,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",27.9,2022
SVK,Slovak Republic,Europe & Central Asia,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",36.3,2022
SVN,Slovenia,Europe & Central Asia,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",21.8,2022
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",54.4,2022
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",34.9,2022
ESP,Spain,Europe & Central Asia,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",29.4,2022
LKA,Sri Lanka,South Asia,Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",36.8,2022
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",24.7,2022
SWE,Sweden,Europe & Central Asia,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",28.9,2022
CHE,Switzerland,Europe & Central Asia,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",28.2,2022
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",15.3,2022
THA,Thailand,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",36.9,2022
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",67.0,2022
TGO,Togo,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",11.7,2022
TON,Tonga,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",47.0,2022
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",39.5,2022
TUR,Turkiye,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",41.2,2022
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",10.7,2022
TUV,Tuvalu,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",48.2,2022
UGA,Uganda,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",11.9,2022
UKR,Ukraine,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",38.4,2022
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",15.4,2022
GBR,United Kingdom,Europe & Central Asia,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",16.1,2022
USA,United States,North America,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",29.9,2022
URY,Uruguay,Latin America & Caribbean ,High income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",23.4,2022
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",32.4,2022
VNM,Viet Nam,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",43.0,2022
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",34.5,2022
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",25.6,2022
ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.MA,"Smoking prevalence, males (%)",21.4,2022
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",6.8,2022
ALB,Albania,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",6.0,2022
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.7,2022
AND,Andorra,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",37.9,2022
ARG,Argentina,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",19.1,2022
ARM,Armenia,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.5,2022
AUS,Australia,East Asia & Pacific,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",10.9,2022
AUT,Austria,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",24.0,2022
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.1,2022
BHS,"Bahamas, The",Latin America & Caribbean ,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.1,2022
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",5.1,2022
BGD,Bangladesh,South Asia,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",15.4,2022
BRB,Barbados,Latin America & Caribbean ,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.7,2022
BLR,Belarus,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",13.9,2022
BEL,Belgium,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",24.5,2022
BLZ,Belize,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.9,2022
BEN,Benin,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.9,2022
BTN,Bhutan,South Asia,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",11.1,2022
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",4.2,2022
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",30.9,2022
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",7.2,2022
BRA,Brazil,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",8.9,2022
BRN,Brunei Darussalam,East Asia & Pacific,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.2,2022
BGR,Bulgaria,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",38.7,2022
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",6.0,2022
BDI,Burundi,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",5.3,2022
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",5.2,2022
KHM,Cambodia,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",5.7,2022
CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.3,2022
CAN,Canada,North America,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",9.7,2022
TCD,Chad,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.6,2022
CHL,Chile,Latin America & Caribbean ,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",26.7,2022
CHN,China,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.6,2022
COL,Colombia,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",4.4,2022
COM,Comoros,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",6.7,2022
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.8,2022
COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.1,2022
CRI,Costa Rica,Latin America & Caribbean ,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",4.5,2022
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.8,2022
HRV,Croatia,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",37.3,2022
CUB,Cuba,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",9.5,2022
CYP,Cyprus,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",23.9,2022
CZE,Czechia,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",26.5,2022
DNK,Denmark,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",16.1,2022
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",6.6,2022
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.6,2022
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.4,2022
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.9,2022
EST,Estonia,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",22.8,2022
SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.5,2022
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.5,2022
FJI,Fiji,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",13.2,2022
FIN,Finland,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",18.5,2022
FRA,France,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",33.7,2022
GMB,"Gambia, The",Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.7,2022
GEO,Georgia,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",7.6,2022
DEU,Germany,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",19.3,2022
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.3,2022
GRC,Greece,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",30.6,2022
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.7,2022
GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.6,2022
GUY,Guyana,Latin America & Caribbean ,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.2,2022
HTI,Haiti,Latin America & Caribbean ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.5,2022
HND,Honduras,Latin America & Caribbean ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.7,2022
HUN,Hungary,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",28.1,2022
ISL,Iceland,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",9.4,2022
IND,India,South Asia,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",10.8,2022
IDN,Indonesia,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.3,2022
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.0,2022
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.7,2022
IRL,Ireland,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",17.0,2022
ITA,Italy,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",19.1,2022
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.5,2022
JPN,Japan,East Asia & Pacific,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",9.6,2022
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",13.6,2022
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",7.0,2022
KEN,Kenya,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.7,2022
KIR,Kiribati,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",26.8,2022
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.0,2022
KOR,"Korea, Rep.",East Asia & Pacific,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",5.8,2022
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.1,2022
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.3,2022
LAO,Lao PDR,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",9.0,2022
LVA,Latvia,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",21.1,2022
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",25.7,2022
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",5.1,2022
LBR,Liberia,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.9,2022
LTU,Lithuania,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",21.6,2022
LUX,Luxembourg,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",21.6,2022
MDG,Madagascar,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",10.7,2022
MWI,Malawi,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.0,2022
MYS,Malaysia,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.7,2022
MDV,Maldives,South Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",10.4,2022
MLI,Mali,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.9,2022
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",23.2,2022
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",8.5,2022
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.0,2022
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.0,2022
MEX,Mexico,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",6.9,2022
MDA,Moldova,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",7.0,2022
MNG,Mongolia,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",7.2,2022
MNE,Montenegro,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",33.2,2022
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.0,2022
MMR,Myanmar,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",19.3,2022
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",5.2,2022
NRU,Nauru,East Asia & Pacific,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",48.1,2022
NPL,Nepal,South Asia,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",10.9,2022
NLD,Netherlands,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",19.0,2022
NZL,New Zealand,East Asia & Pacific,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",11.1,2022
NER,Niger,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.4,2022
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.5,2022
NOR,Norway,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",13.5,2022
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.4,2022
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",7.0,2022
PLW,Palau,East Asia & Pacific,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",7.6,2022
PAN,Panama,Latin America & Caribbean ,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.9,2022
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",24.9,2022
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.9,2022
PER,Peru,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.6,2022
PHL,Philippines,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",4.5,2022
POL,Poland,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",20.1,2022
PRT,Portugal,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",20.7,2022
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.3,2022
ROU,Romania,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",21.5,2022
RUS,Russian Federation,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",17.4,2022
RWA,Rwanda,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",7.6,2022
WSM,Samoa,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",13.4,2022
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.0,2022
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.1,2022
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.7,2022
SRB,Serbia,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",39.1,2022
SYC,Seychelles,Sub-Saharan Africa ,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",5.8,2022
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",5.9,2022
SGP,Singapore,East Asia & Pacific,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",4.9,2022
SVK,Slovak Republic,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",28.5,2022
SVN,Slovenia,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",18.5,2022
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",19.4,2022
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",6.5,2022
ESP,Spain,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",27.5,2022
LKA,Sri Lanka,South Asia,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.2,2022
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.0,2022
SWE,Sweden,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",16.4,2022
CHE,Switzerland,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",22.9,2022
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.3,2022
THA,Thailand,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.5,2022
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",10.5,2022
TGO,Togo,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.0,2022
TON,Tonga,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",15.5,2022
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.6,2022
TUR,Turkiye,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",19.8,2022
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",0.5,2022
TUV,Tuvalu,East Asia & Pacific,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",19.1,2022
UGA,Uganda,Sub-Saharan Africa ,Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.1,2022
UKR,Ukraine,Europe & Central Asia,Upper middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",11.5,2022
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.6,2022
GBR,United Kingdom,Europe & Central Asia,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",12.4,2022
USA,United States,North America,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",18.7,2022
URY,Uruguay,Latin America & Caribbean ,High income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",17.5,2022
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.0,2022
VNM,Viet Nam,East Asia & Pacific,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",2.0,2022
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",8.2,2022
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",3.5,2022
ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,SH.PRV.SMOK.FE,"Smoking prevalence, females (%)",1.2,2022
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),0.011,2020
ALB,Albania,Europe & Central Asia,Upper middle income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),4.47,2020
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),0.54,2020
AND,Andorra,Europe & Central Asia,High income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),9.68,2020
AGO,Angola,Sub-Saharan Africa ,Lower middle income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),4.13,2020
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),6.66,2020
ARG,Argentina,Latin America & Caribbean ,Upper middle income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),8.05,2020
ARM,Armenia,Europe & Central Asia,Upper middle income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),4.28,2020
AUS,Australia,East Asia & Pacific,High income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),10.29,2020
AUT,Austria,Europe & Central Asia,High income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),11.51,2020
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),2.49,2020
BHS,"Bahamas, The",Latin America & Caribbean ,High income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),3.65,2020
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),1.25,2020
BGD,Bangladesh,South Asia,Lower middle income,SH.ALC.PCAP.LI,Alcohol consumption per capita (liters),0.092,2020
